


Hybrid
Population Size	Top N to mate
 Number of Generations	Energy	Initial Temperature	Decrement Amount
1000	450	120	298	2000	100.0
1000	450	120	324	2000	150.0
1000	450	120	339	2000	200.0
1000	450	120	339	2000	250.0
1000	450	120	311	3000	50.0
1000	450	120	310	3000	100.0
1000	450	120	296	3000	150.0
1000	450	120	311	3000	200.0
1000	450	120	319	3000	250.0
1000	450	120	293	4000	50.0
1000	450	120	298	4000	100.0
1000	450	120	298	4000	150.0
1000	450	120	305	4000	200.0
1000	450	120	317	4000	250.0
1000	450	120	299	5000	50.0
1000	450	120	299	5000	100.0
1000	450	120	283	5000	150.0
1000	450	120	306	5000	200.0
1000	450	120	310	5000	250.0
1000	450	120	297	6000	50.0
1000	450	120	308	6000	100.0
1000	450	120	310	6000	150.0
1000	450	120	307	6000	200.0
1000	450	120	296	6000	250.0
1000	450	150	303	2000	50.0
1000	450	150	314	2000	100.0
1000	450	150	325	2000	150.0
1000	450	150	319	2000	200.0
1000	450	150	342	2000	250.0
1000	450	150	302	3000	50.0
1000	450	150	299	3000	100.0
1000	450	150	306	3000	150.0
1000	450	150	304	3000	200.0
1000	450	150	307	3000	250.0
1000	450	150	289	4000	50.0
1000	450	150	290	4000	100.0
1000	450	150	290	4000	150.0
1000	450	150	320	4000	200.0
1000	450	150	304	4000	250.0
1000	450	150	308	5000	50.0
1000	450	150	299	5000	100.0
1000	450	150	303	5000	150.0
1000	450	150	304	5000	200.0
1000	450	150	311	5000	250.0
1000	450	150	307	6000	50.0
1000	450	150	280	6000	100.0
1000	450	150	292	6000	150.0
1000	450	150	303	6000	200.0
1000	450	150	308	6000	250.0
1000	650	90	319	2000	50.0
1000	650	90	310	2000	100.0
1000	650	90	312	2000	150.0
1000	650	90	341	2000	200.0
1000	650	90	349	2000	250.0
1000	650	90	306	3000	50.0
1000	650	90	303	3000	100.0
1000	650	90	316	3000	150.0
1000	650	90	297	3000	200.0
1000	650	90	331	3000	250.0
1000	650	90	308	4000	50.0
1000	650	90	308	4000	100.0
1000	650	90	296	4000	150.0
1000	650	90	316	4000	200.0
1000	650	90	318	4000	250.0
1000	650	90	312	5000	50.0
1000	650	90	291	5000	100.0
1000	650	90	280	5000	150.0
1000	650	90	318	5000	200.0
1000	650	90	314	5000	250.0
1000	650	90	292	6000	50.0
1000	650	90	311	6000	100.0
1000	650	90	301	6000	150.0
1000	650	90	307	6000	200.0
1000	650	90	303	6000	250.0
1000	650	120	290	2000	50.0
